index,date,duration,item,network,network_type
559,9/1/2015 17:32,57,call,Vodafone,mobile
560,10/1/2015 6:58,34.429,data,data,data
561,10/1/2015 14:10,2,call,Three,mobile
562,10/1/2015 14:36,6,call,Vodafone,mobile
563,10/1/2015 14:44,398,call,Vodafone,mobile
564,10/1/2015 15:58,412,call,Meteor,mobile
565,10/1/2015 16:57,568,call,Three,mobile
566,10/1/2015 21:16,1,sms,Vodafone,mobile
567,10/1/2015 21:16,1,sms,Vodafone,mobile
568,11/1/2015 6:58,34.429,data,data,data
569,11/1/2015 13:29,1,sms,Vodafone,mobile
570,11/1/2015 13:54,201,call,Three,mobile
571,12/1/2015 6:58,34.429,data,data,data
572,12/1/2015 12:01,18,call,Meteor,mobile
573,12/1/2015 12:01,7,call,Meteor,mobile
574,12/1/2015 18:23,4,call,Three,mobile
575,12/1/2015 18:26,1,sms,Vodafone,mobile
576,12/1/2015 18:26,1,sms,Vodafone,mobile
577,13/01/15 06:58,34.429,data,data,data
578,13/01/15 15:04,503,call,Three,mobile
579,13/01/15 19:09,1,sms,Three,mobile
580,13/01/15 19:44,1,sms,Three,mobile
581,13/01/15 19:44,1,sms,Three,mobile
582,13/01/15 19:57,1,sms,Vodafone,mobile
583,13/01/15 19:57,1,sms,Vodafone,mobile
584,13/01/15 19:58,105,call,landline,landline
585,13/01/15 20:00,466,call,landline,landline
586,14/01/15 06:58,34.429,data,data,data
587,14/01/15 17:15,13,call,landline,landline
588,14/01/15 19:16,397,call,Three,mobile
589,14/01/15 20:47,36,call,Three,mobile
590,14/01/15 23:34,1,sms,Vodafone,mobile
591,14/01/15 23:34,1,sms,Vodafone,mobile
592,14/01/15 23:35,1,sms,Three,mobile
593,14/01/15 23:36,1,sms,Three,mobile
594,15/01/15 06:58,34.429,data,data,data
595,15/01/15 10:36,28,call,Three,mobile
596,15/01/15 12:23,1,sms,special,special
597,15/01/15 17:22,168,call,Tesco,mobile
598,16/01/15 06:58,34.429,data,data,data
599,16/01/15 09:45,1,call,Meteor,mobile
600,16/01/15 09:56,61,call,Meteor,mobile
601,16/01/15 10:17,14,call,Three,mobile
602,16/01/15 10:25,20,call,Three,mobile
603,16/01/15 17:46,411,call,Tesco,mobile
604,16/01/15 18:07,1,sms,Vodafone,mobile
605,16/01/15 18:07,1,sms,Vodafone,mobile
606,16/01/15 18:07,1,sms,Vodafone,mobile
607,16/01/15 18:07,1,sms,Vodafone,mobile
608,16/01/15 18:07,1,sms,Three,mobile
609,16/01/15 18:07,1,sms,Three,mobile
610,17/01/15 06:58,34.429,data,data,data
611,17/01/15 18:50,78,call,Three,mobile
612,17/01/15 21:59,82,call,Tesco,mobile
613,18/01/15 06:58,34.429,data,data,data
614,18/01/15 16:27,478,call,Three,mobile
615,18/01/15 17:04,700,call,Tesco,mobile
616,19/01/15 06:58,34.429,data,data,data
617,19/01/15 12:44,1,sms,Vodafone,mobile
618,19/01/15 19:57,103,call,Tesco,mobile
619,19/01/15 20:08,53,call,Tesco,mobile
620,19/01/15 20:14,38,call,Tesco,mobile
621,20/01/15 06:58,34.429,data,data,data
622,20/01/15 15:08,1,sms,Vodafone,mobile
623,20/01/15 19:49,1,sms,Vodafone,mobile
624,20/01/15 20:23,1,sms,Vodafone,mobile
625,21/01/15 06:58,34.429,data,data,data
626,21/01/15 10:13,48,call,Three,mobile
627,21/01/15 14:36,93,call,voicemail,voicemail
628,21/01/15 14:44,1,sms,Vodafone,mobile
629,21/01/15 15:56,27,call,voicemail,voicemail
630,21/01/15 15:57,265,call,Three,mobile
631,21/01/15 18:04,777,call,Tesco,mobile
632,21/01/15 19:38,1090,call,Meteor,mobile
633,21/01/15 19:59,491,call,Vodafone,mobile
634,22/01/15 06:58,34.429,data,data,data
635,22/01/15 18:59,41,call,voicemail,voicemail
636,22/01/15 19:00,1107,call,Vodafone,mobile
637,23/01/15 06:58,34.429,data,data,data
638,23/01/15 12:56,29,call,landline,landline
639,23/01/15 14:32,200,call,Tesco,mobile
640,23/01/15 15:09,129,call,Three,mobile
641,23/01/15 15:22,1,sms,Vodafone,mobile
642,23/01/15 15:24,1,sms,Vodafone,mobile
643,23/01/15 15:37,1,sms,Vodafone,mobile
644,23/01/15 21:22,206,call,Tesco,mobile
645,24/01/15 06:58,34.429,data,data,data
646,25/01/15 06:58,34.429,data,data,data
647,25/01/15 09:16,4,call,Vodafone,mobile
648,25/01/15 16:55,1863,call,Three,mobile
649,26/01/15 06:58,34.429,data,data,data
650,26/01/15 16:54,104,call,Three,mobile
651,26/01/15 17:15,501,call,Three,mobile
652,27/01/15 06:58,34.429,data,data,data
653,27/01/15 09:36,37,call,Three,mobile
654,27/01/15 10:55,36,call,Meteor,mobile
655,28/01/15 06:58,34.429,data,data,data
656,28/01/15 09:44,8,call,Vodafone,mobile
657,28/01/15 10:02,7,call,landline,landline
658,28/01/15 15:53,272,call,landline,landline
659,29/01/15 06:58,34.429,data,data,data
660,29/01/15 11:35,1,sms,Vodafone,mobile
661,29/01/15 11:50,1,sms,Vodafone,mobile
662,29/01/15 17:11,255,call,Tesco,mobile
663,29/01/15 17:19,1,sms,Vodafone,mobile
664,29/01/15 17:58,362,call,Three,mobile
665,29/01/15 18:05,100,call,Tesco,mobile
666,29/01/15 19:27,74,call,Tesco,mobile
667,30/01/15 06:58,34.429,data,data,data
668,30/01/15 19:43,33,call,Tesco,mobile
669,30/01/15 19:56,45,call,Tesco,mobile
670,31/01/15 06:58,34.429,data,data,data
671,31/01/15 12:48,31,call,Tesco,mobile
672,31/01/15 13:14,7,call,Vodafone,mobile
673,1/2/2015 6:58,34.429,data,data,data
674,1/2/2015 13:33,103,call,landline,landline
675,2/2/2015 6:58,34.429,data,data,data
676,2/2/2015 17:11,280,call,Tesco,mobile
677,2/2/2015 17:16,183,call,Tesco,mobile
678,2/2/2015 17:35,1,sms,Tesco,mobile
679,2/2/2015 17:35,1,sms,Tesco,mobile
680,2/2/2015 17:35,1,sms,Three,mobile
681,2/2/2015 17:35,1,sms,Three,mobile
682,2/2/2015 18:17,7,call,landline,landline
683,3/2/2015 6:58,34.429,data,data,data
684,3/2/2015 14:45,6,call,Three,mobile
685,4/2/2015 6:58,34.429,data,data,data
686,4/2/2015 12:36,21,call,voicemail,voicemail
687,4/2/2015 14:52,227,call,Tesco,mobile
688,4/2/2015 17:04,1,sms,special,special
689,5/2/2015 6:58,34.429,data,data,data
690,5/2/2015 13:37,62,call,voicemail,voicemail
691,5/2/2015 13:38,91,call,landline,landline
692,6/2/2015 6:58,34.429,data,data,data
693,6/2/2015 10:36,24,call,voicemail,voicemail
694,6/2/2015 10:37,128,call,Vodafone,mobile
695,6/2/2015 18:39,23,call,Three,mobile
696,6/2/2015 18:41,51,call,Three,mobile
697,7/2/2015 6:58,34.429,data,data,data
698,7/2/2015 9:48,1,sms,Vodafone,mobile
699,7/2/2015 9:48,1,sms,Vodafone,mobile
700,7/2/2015 10:03,119,call,Vodafone,mobile
701,7/2/2015 11:13,1,sms,Vodafone,mobile
702,7/2/2015 11:37,4,call,Three,mobile
703,7/2/2015 15:04,1,sms,Vodafone,mobile
704,7/2/2015 16:06,1,sms,Three,mobile
705,7/2/2015 16:11,1,sms,Three,mobile
706,7/2/2015 16:11,1,sms,Three,mobile
707,7/2/2015 16:16,1,sms,Three,mobile
708,7/2/2015 16:27,141,call,landline,landline
709,7/2/2015 17:33,795,call,Three,mobile
710,7/2/2015 17:56,121,call,Tesco,mobile
711,7/2/2015 18:23,2,call,Three,mobile
712,7/2/2015 22:18,1,sms,Three,mobile
713,7/2/2015 22:30,1,sms,Three,mobile
714,7/2/2015 22:30,1,sms,Three,mobile
715,8/2/2015 6:58,34.429,data,data,data
716,8/2/2015 20:54,80,call,landline,landline
717,9/2/2015 6:58,34.429,data,data,data
718,9/2/2015 9:08,653,call,Three,mobile
719,9/2/2015 17:41,729,call,Three,mobile
720,9/2/2015 17:54,89,call,Three,mobile
721,9/2/2015 18:32,1,sms,Vodafone,mobile
722,9/2/2015 22:54,1,sms,Meteor,mobile
723,10/2/2015 0:24,1,sms,Vodafone,mobile
724,10/2/2015 0:24,1,sms,Vodafone,mobile
725,10/2/2015 6:58,34.429,data,data,data
726,10/2/2015 21:40,1,sms,Vodafone,mobile
727,11/2/2015 6:58,34.429,data,data,data
728,12/2/2015 6:58,34.429,data,data,data
729,12/2/2015 20:15,69,call,landline,landline
730,12/2/2015 20:51,86,call,Tesco,mobile
731,13/02/15 06:58,34.429,data,data,data
732,13/02/15 10:58,451,call,Vodafone,mobile
733,13/02/15 21:13,8,call,Vodafone,mobile
734,14/02/15 06:58,34.429,data,data,data
735,14/02/15 15:40,106,call,Three,mobile
736,14/02/15 16:06,148,call,Tesco,mobile
737,15/02/15 06:58,34.429,data,data,data
738,15/02/15 18:44,21,call,landline,landline
739,16/02/15 06:58,34.429,data,data,data
740,17/02/15 06:58,34.429,data,data,data
741,17/02/15 15:59,24,call,Meteor,mobile
742,17/02/15 19:09,2328,call,Three,mobile
743,18/02/15 06:58,34.429,data,data,data
744,18/02/15 18:49,165,call,Tesco,mobile
745,18/02/15 19:56,94,call,Three,mobile
746,19/02/15 06:58,34.429,data,data,data
747,19/02/15 18:46,1,sms,Vodafone,mobile
748,19/02/15 22:00,1,sms,Vodafone,mobile
749,19/02/15 22:00,1,sms,Vodafone,mobile
750,19/02/15 22:00,1,sms,Vodafone,mobile
751,20/02/15 06:58,34.429,data,data,data
752,20/02/15 13:45,68,call,Vodafone,mobile
753,21/02/15 06:58,34.429,data,data,data
754,22/02/15 06:58,34.429,data,data,data
755,23/02/15 06:58,34.429,data,data,data
756,23/02/15 20:49,182,call,landline,landline
757,24/02/15 06:58,34.429,data,data,data
758,24/02/15 10:05,107,call,voicemail,voicemail
759,24/02/15 13:32,1,sms,Three,mobile
760,24/02/15 13:32,1,sms,Three,mobile
761,25/02/15 06:58,34.429,data,data,data
762,25/02/15 12:56,117,call,Tesco,mobile
763,25/02/15 12:58,129,call,Vodafone,mobile
764,25/02/15 13:15,356,call,Three,mobile
765,25/02/15 13:21,1,sms,Tesco,mobile
766,25/02/15 13:22,1,sms,Tesco,mobile
767,25/02/15 13:22,1,sms,Tesco,mobile
768,25/02/15 13:22,1,sms,Tesco,mobile
769,25/02/15 13:26,194,call,Tesco,mobile
770,25/02/15 13:46,229,call,Tesco,mobile
771,25/02/15 15:45,32,call,Vodafone,mobile
772,26/02/15 06:58,34.429,data,data,data
773,26/02/15 16:38,570,call,Vodafone,mobile
774,26/02/15 22:34,29,call,voicemail,voicemail
775,27/02/15 06:58,34.429,data,data,data
776,27/02/15 13:50,27,call,Three,mobile
777,27/02/15 14:33,107,call,Three,mobile
778,27/02/15 14:36,128,call,Vodafone,mobile
779,28/02/15 06:58,34.429,data,data,data
780,28/02/15 14:09,335,call,landline,landline
781,28/02/15 14:57,49,call,Meteor,mobile
782,28/02/15 15:09,5,call,Three,mobile
783,28/02/15 15:49,305,call,landline,landline
784,28/02/15 16:00,207,call,landline,landline
785,28/02/15 17:13,11,call,landline,landline
786,28/02/15 17:14,3,call,landline,landline
787,28/02/15 17:17,33,call,landline,landline
788,28/02/15 21:25,357,call,Three,mobile
789,28/02/15 21:55,1,sms,Vodafone,mobile
790,28/02/15 22:39,1,sms,Three,mobile
791,1/3/2015 6:58,34.429,data,data,data
792,1/3/2015 12:19,9,call,Meteor,mobile
793,2/3/2015 6:58,34.429,data,data,data
794,2/3/2015 9:19,1,sms,Vodafone,mobile
795,2/3/2015 9:19,1,sms,Vodafone,mobile
796,2/3/2015 9:23,1,sms,Vodafone,mobile
797,2/3/2015 9:30,1,sms,Vodafone,mobile
798,2/3/2015 9:30,1,sms,Vodafone,mobile
799,2/3/2015 13:07,463,call,Three,mobile
800,2/3/2015 14:53,2,call,voicemail,voicemail
801,2/3/2015 14:54,93,call,voicemail,voicemail
802,2/3/2015 17:35,192,call,Meteor,mobile
803,2/3/2015 20:48,34,call,Tesco,mobile
804,3/3/2015 6:58,34.429,data,data,data
805,3/3/2015 9:57,76,call,landline,landline
806,3/3/2015 9:59,355,call,Three,mobile
807,3/3/2015 10:12,745,call,Vodafone,mobile
808,3/3/2015 10:27,57,call,Vodafone,mobile
809,3/3/2015 14:34,1325,call,Vodafone,mobile
810,3/3/2015 18:36,768,call,Three,mobile
811,4/3/2015 6:58,34.429,data,data,data
812,4/3/2015 7:02,1,sms,Vodafone,mobile
813,4/3/2015 7:16,1,sms,Vodafone,mobile
814,4/3/2015 10:30,1,sms,Three,mobile
815,4/3/2015 10:30,1,sms,Three,mobile
816,4/3/2015 12:29,10528,call,landline,landline
817,5/3/2015 6:58,34.429,data,data,data
818,6/3/2015 6:58,34.429,data,data,data
819,7/3/2015 6:58,34.429,data,data,data
820,8/3/2015 6:58,34.429,data,data,data
821,9/3/2015 6:58,34.429,data,data,data
822,10/3/2015 6:58,34.429,data,data,data
823,11/3/2015 6:58,34.429,data,data,data
824,12/3/2015 6:58,34.429,data,data,data
825,13/03/15 00:38,1,sms,world,world
826,13/03/15 00:39,1,sms,Vodafone,mobile
827,13/03/15 06:58,34.429,data,data,data
828,14/03/15 00:13,1,sms,world,world
829,14/03/15 00:16,1,sms,world,world
